id;descrizioneCompleta;Peso;;produttore;;;;;;;;;;;;;;
CARBCCOSCEANT;Coscette di coniglio anteriori g 400;Coscette di coniglio anteriori g 400;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCDISOSSAT;Coniglio disossato kg 1;Coniglio disossato kg 1;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCFEGATINI;Fegatini di coniglio g 300;Fegatini di coniglio g 300;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCFILETTI;Filetto di coniglio a fette g 250;Filetto di coniglio a fette g 250;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCINTERO;Coniglio intero kg 2;Coniglio intero kg 2;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCPORZ;Coniglio porzionato senza testa e senza fegato kg 1;Coniglio porzionato senza testa e senza fegato kg 1;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCPORZ1;Coniglio porzionato kg 2 senza testa e senza fegato ;Coniglio porzionato kg 2 senza testa e senza fegato ;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCSVIZZERE;Svizzere di coniglio g 100 cadauna g 200;Svizzere di coniglio g 100 cadauna g 200;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBFARINTERA;Faraona intera kg 1,8;Faraona intera kg 1,8;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPALI;Ali di pollo g 500;Ali di pollo g 500;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPBOCCONCI;Bocconcini di pollo g 300;Bocconcini di pollo g 300;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPCOSCE;Coscia e sovracoscia di pollo g 800;Coscia e sovracoscia di pollo g 800;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPCOSCE1;Coscia di pollo g 400;Coscia di pollo g 400;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPCOSCIACDIS;Cosce coniglio disossate g 400;Cosce coniglio disossate g 400;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPCOSCIADISO;Coscia pollo disossata g 400;Coscia pollo disossata g 400;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPINTERO1;Pollo intero dal collo nudo kg 1,8;Pollo intero dal collo nudo kg 1,8;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPPETTOFETTE;Petto di pollo a fette g 250;Petto di pollo a fette g 250;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPPETTOINTER;Petto di pollo intero g 600;Petto di pollo intero g 600;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPPORZIONAT1;Pollo porzionato senza fegato e durello kg 1,8;Pollo porzionato senza fegato e durello kg 1,8;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPPORZIONATO;Pollo porzionato senza fegato e durello kg 1;Pollo porzionato senza fegato e durello kg 1;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPPSCALOPPIN;Scaloppine di coniglio g 250;Scaloppine di coniglio g 250;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPROLATAC;Rolatina di coniglio rosmarino e prosciutto cotto g 300;Rolatina di coniglio rosmarino e prosciutto cotto g 300;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPROLATINE;Rolatina di pollo rosmarino e prosciutto cotto g 300;Rolatina di pollo rosmarino e prosciutto cotto g 300;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPSOVRCOSCE1;Sovracoscia di pollo g 400;Sovracoscia di pollo g 400;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBPSVIZZERE;Svizzere di pollo g 100 cadauna g 200;Svizzere di pollo g 100 cadauna g 200;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBTBOCCONCIN1;Bocconcini di tacchino g 300;Bocconcini di tacchino g 300;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBTCOSCIAINT5;Coscia di tacchino g 500;Coscia di tacchino g 500;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBTFESAFETTE2;Fesa di tacchino a fette g 250;Fesa di tacchino a fette g 250;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBTFESAINT2;Fesa di tacchino intera kg 1;Fesa di tacchino intera kg 1;kg;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBTROLATA3;Rolatina di tacchino g 300;Rolatina di tacchino g 300;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CONCONS1;RagÃ¹ di coniglio g 190;RagÃ¹ di coniglio g 190;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CONCONS3;RagÃ¹ di gallina g 190;RagÃ¹ di gallina g 190;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
UOV15;4 uova rosse di gallina ovaiola ;4 uova rosse di gallina ovaiola ;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
DOLFRUTESS2;Spirali di mela senza zucchero g 30;Spirali di mela senza zucchero g 30;;DiSanaPianta Soc. Agr. Cooperativa;;;;;;;;;;;;;;
DOLFRUTESS3;Spirali di pera senza zucchero g 30;Spirali di pera senza zucchero g 30;;DiSanaPianta Soc. Agr. Cooperativa;;;;;;;;;;;;;;
DOLFRUTESS6;Spirali di mirtillo senza zucchero g 30;Spirali di mirtillo senza zucchero g 30;;DiSanaPianta Soc. Agr. Cooperativa;;;;;;;;;;;;;;
DOLFRUTESS9;Prugne secche senza nocciolo g 250;Prugne secche senza nocciolo g 250;;DiSanaPianta Soc. Agr. Cooperativa;;;;;;;;;;;;;;
DOLFRUTESSMEL12;Mele essiccate g 80;Mele essiccate g 80;;DiSanaPianta Soc. Agr. Cooperativa;;;;;;;;;;;;;;
SUC78;Succo di frutta infuso di camomilla e cannella ml 200;Succo di frutta infuso di camomilla e cannella ml 200;;DiSanaPianta Soc. Agr. Cooperativa;;;;;;;;;;;;;;
BIRRA22;Birra CARDinALE aromatizzata cardo e melissa l 0,75;Birra CARDinALE aromatizzata cardo e melissa l 0,75;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERFAR72;Farina di grani antichi tipo 0 kg 1;Farina di grani antichi tipo 0 kg 1;kg;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERFAR73;Farina di grani antichi tipo 2 kg 1;Farina di grani antichi tipo 2 kg 1;kg;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERFAR96;Farina Buratto tipo 2 kg 1;Farina Buratto tipo 2 kg 1;kg;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERGALLETTESAR;Gallette di grano saraceno g 150;Gallette di grano saraceno g 150;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERPASCURBAS1;Tagliatelle al basilico di grani antichi g 250;Tagliatelle al basilico di grani antichi g 250;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERPASCURCUMAL5;Tajarin alla curcuma di grani antichi g 250;Tajarin alla curcuma di grani antichi g 250;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERPASCURSAL1;Tajarin alla salvia di grani antichi g 250;Tajarin alla salvia di grani antichi g 250;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
CERPASGANTCORT1;Gnocchetti semintegrali di grani antichi g 300;Gnocchetti semintegrali di grani antichi g 300;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
COLOMBA7;Colomba di grani antichi g 750;Colomba di grani antichi g 750;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
DOLPANETTONE10;Panettone di grani antichi g 500;Panettone di grani antichi g 500;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
ERBEAROMATIC38;Dado vegetale essiccato g 100;Dado vegetale essiccato g 100;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
ERBEAROMATIC40;Dado vegetale essiccato g 100;Dado vegetale essiccato g 100;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
SAS48;Pesto genovese fresco con aglio g 90;Pesto genovese fresco con aglio g 90;;Fratelli Sacco;;;;;;;;;;;;;;
SAS49;Pesto genovese fresco senza aglio g 90;Pesto genovese fresco senza aglio g 90;;Fratelli Sacco;;;;;;;;;;;;;;
DOLBISC13;Baci di dama g 200;Baci di dama g 200;;Azienda Agricola Cascina Azii;;;;;;;;;;;;;;
DOLBISC41;Torta di nocciola Piemonte I.G.P g 300;Torta di nocciola Piemonte I.G.P g 300;;Azienda Agricola Cascina Azii;;;;;;;;;;;;;;
DOLCIOC20;Tartufi di cioccolato g 200;Tartufi di cioccolato g 200;;Azienda Agricola Cascina Azii;;;;;;;;;;;;;;
FRUTCONSESS19;Nocciola Piemonte I.G.P. di Langa sgusciata, tostata g 200;Nocciola Piemonte I.G.P. di Langa sgusciata, tostata g 200;;Azienda Agricola Cascina Azii;;;;;;;;;;;;;;
FRUTCONSESS20;Nocciola Piemonte I.G.P. di Langa sgusciata, cruda g 200;Nocciola Piemonte I.G.P. di Langa sgusciata, cruda g 200;;Azienda Agricola Cascina Azii;;;;;;;;;;;;;;
MIE58;Crema spalmabile di nocciole, cacao e miele g 200;Crema spalmabile di nocciole, cacao e miele g 200;;Azienda Agricola Cascina Azii;;;;;;;;;;;;;;
CERCAFFE4;CaffÃ¨ macinato moka fairtrade g 250;CaffÃ¨ macinato moka fairtrade g 250;;ATTIVA s.a.s. di Andrea Trinci & C.;;;;;;;;;;;;;;
ACIDOCIT1;Acido citrico anidro g 500;Acido citrico anidro g 500;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
AGRIDETERGENT15;Percarbonato sodio puro sbiancante per bucato g 500;Percarbonato sodio puro sbiancante per bucato g 500;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
AMMNAT1;Ammorbidente minerale g 500;Ammorbidente minerale g 500;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
ANTICALC1;Anticalcare eucalipto ml 750;Anticalcare eucalipto ml 750;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
BALSAMOCAP1;Balsamo per capelli ammorbidente, lino e aloe ml 250;Balsamo per capelli ammorbidente, lino e aloe ml 250;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
CREMABARBA2;Crema da barba all'eucalipto ml 100;Crema da barba all'eucalipto ml 100;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
DENTIF1;Dentifricio argilla e salvia ml 75;Dentifricio argilla e salvia ml 75;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
DENTIF2;Dentifricio argilla e menta ml 75;Dentifricio argilla e menta ml 75;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
DETWC1;Detergente WC e sanitari menta e eucalipto l 1;Detergente WC e sanitari menta e eucalipto l 1;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
DOPOBARBA2;Dopo barba all'aloe ml 100;Dopo barba all'aloe ml 100;;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
LISCIVA1;Antica lisciva kg 1;Antica lisciva kg 1;kg;Teanatura srl societÃ  benefit;;;;;;;;;;;;;;
CREMA1;Crema spalmabile di mandorle senza zucchero g 180;Crema spalmabile di mandorle senza zucchero g 180;;Contratto di Rete Filiereque Iblee;;;;;;;;;;;;;;
DOLCIOC27;Cioccolato di Modica con mandorle g 60;Cioccolato di Modica con mandorle g 60;;Contratto di Rete Filiereque Iblee;;;;;;;;;;;;;;
DOLCIOC29;Cioccolato di Modica 70% cacao, senza spezie g 60;Cioccolato di Modica 70% cacao, senza spezie g 60;;Contratto di Rete Filiereque Iblee;;;;;;;;;;;;;;
FRUTSECMANDORL4;Mandorle Pizzute sgusciate, non pelate g 100;Mandorle Pizzute sgusciate, non pelate g 100;;Contratto di Rete Filiereque Iblee;;;;;;;;;;;;;;
FRUTFRAGOLE24;Fragole g 500;Fragole g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
FRUTFRAGOLE25;Fragole g 500 ;Fragole g 500 ;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDCAROTE28;Carote a mazzo g 500 ;Carote a mazzo g 500 ;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDCAVOLOCAPV5;Cavolo Cappuccio rosso kg 1;Cavolo Cappuccio rosso kg 1;kg;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDCAVOLOVERZ2;Cavolo Verza kg 2 ;Cavolo Verza kg 2 ;kg;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
SAS51;Sugo di pomodoro g 500;Sugo di pomodoro g 500;;Maramao SocietÃ  cooperativa agricola sociale;;;;;;;;;;;;;;
SAS52;Sugo di pomodoro g 700 ;Sugo di pomodoro g 700 ;;Maramao SocietÃ  cooperativa agricola sociale;;;;;;;;;;;;;;
SAS62;Sugo pronto g 280;Sugo pronto g 280;;Maramao SocietÃ  cooperativa agricola sociale;;;;;;;;;;;;;;
BACCALA3;BaccalÃ  al verde g 200;BaccalÃ  al verde g 200;;I Ravioli di Langa;;;;;;;;;;;;;;
BAGNACAUDA3;Bagna cauda g 100;Bagna cauda g 100;;I Ravioli di Langa;;;;;;;;;;;;;;
BAGNETTO1;Bagnetto verde g 100;Bagnetto verde g 100;;I Ravioli di Langa;;;;;;;;;;;;;;
CARDIIMPA1;Cardi impanati g 250;Cardi impanati g 250;;I Ravioli di Langa;;;;;;;;;;;;;;
CARRVROASTBPR1;Vitello tonnato fettine g 100 e salsa g 100 g 200;Vitello tonnato fettine g 100 e salsa g 100 g 200;;I Ravioli di Langa;;;;;;;;;;;;;;
FRITTATA1;Frittata di erbette g 250;Frittata di erbette g 250;;I Ravioli di Langa;;;;;;;;;;;;;;
FRITTATA2;Frittata di patate e cipolle g 250;Frittata di patate e cipolle g 250;;I Ravioli di Langa;;;;;;;;;;;;;;
PASTAFO1;Pasta al forno g 400;Pasta al forno g 400;;I Ravioli di Langa;;;;;;;;;;;;;;
PEPERONIALF1;Peperoni al forno g 250;Peperoni al forno g 250;;I Ravioli di Langa;;;;;;;;;;;;;;
RAVIOLI1;Ravioli del plin g 250;Ravioli del plin g 250;;I Ravioli di Langa;;;;;;;;;;;;;;
RAVIOLI3;Pansotti con ricotta e spinaci g 250;Pansotti con ricotta e spinaci g 250;;I Ravioli di Langa;;;;;;;;;;;;;;
RAVIOLI6;Gnocchi di patate senza uova g 250;Gnocchi di patate senza uova g 250;;I Ravioli di Langa;;;;;;;;;;;;;;
SALSAT1;Salsa tonnata g 100;Salsa tonnata g 100;;I Ravioli di Langa;;;;;;;;;;;;;;
FRUTMELEDAL1;Mele Dalinette kg 1;Mele Dalinette kg 1;kg;Azienda agricola Ferrato di Ferrato Dario e Andrea;;;;;;;;;;;;;;
FRUTMELEJERO1;Mele Jeromine kg 1;Mele Jeromine kg 1;kg;Azienda agricola Ferrato di Ferrato Dario e Andrea;;;;;;;;;;;;;;
FRUTMELELUNA1;Mele Luna kg 1;Mele Luna kg 1;kg;Azienda agricola Ferrato di Ferrato Dario e Andrea;;;;;;;;;;;;;;
FRUTMELERENOIR2;Mele Renoir kg 1;Mele Renoir kg 1;kg;Azienda agricola Ferrato di Ferrato Dario e Andrea;;;;;;;;;;;;;;
RAVIOLI2;Ravioles della Valle Maira g 250;Ravioles della Valle Maira g 250;;Gastronomia pasta fresca Ghio Aldo;;;;;;;;;;;;;;
RAVIOLI4;Gnocchi alle castagne g 250 ;Gnocchi alle castagne g 250 ;;Gastronomia pasta fresca Ghio Aldo;;;;;;;;;;;;;;
RAVIOLI5;Gnocchi agli spinaci g 250 ;Gnocchi agli spinaci g 250 ;;Gastronomia pasta fresca Ghio Aldo;;;;;;;;;;;;;;
UOV20;6 uova rosse di gallina ovaiola ;6 uova rosse di gallina ovaiola ;;Morariu Ana;;;;;;;;;;;;;;
ANTVERD11;Melanzane ghiottone g 280;Melanzane ghiottone g 280;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
ANTVERD12;Ciapulin pomodori secchi sott'olio g 180;Ciapulin pomodori secchi sott'olio g 180;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
ANTVERD14;Giardiniera g 500;Giardiniera g 500;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
ANTVERD15;Cipolline in agrodolce g 360;Cipolline in agrodolce g 360;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
BAGNACAUDA1;Bagna cauda g 180;Bagna cauda g 180;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
COM74;Confettura di pere Madernassa e zafferano g 200;Confettura di pere Madernassa e zafferano g 200;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
FRUTCONSCIR11;Pere Madernassa al Moscato g 500;Pere Madernassa al Moscato g 500;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
SAS57;CugnÃ  di Moscato g 200;CugnÃ  di Moscato g 200;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
SAS58;Conserva g 180;Conserva g 180;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
SAS59;Sugo d'estate g 314;Sugo d'estate g 314;;Azienda Agricola La Virginia;;;;;;;;;;;;;;
FICHISECCHI1;Fichi secchi g 250;Fichi secchi g 250;;Nuovo Cilento Scrl;;;;;;;;;;;;;;
FICHISECCHI2;Fichi secchi mandorlati g 250;Fichi secchi mandorlati g 250;;Nuovo Cilento Scrl;;;;;;;;;;;;;;
OLIOLIVA20;Olio extravergine l 0,75;Olio extravergine l 0,75;;Nuovo Cilento Scrl;;;;;;;;;;;;;;
MISO1;Miso di ceci g 270;Miso di ceci g 270;;Azienda agricola Torre Colombaia;;;;;;;;;;;;;;
TAMARI1;Tamari di lenticchie ml 250;Tamari di lenticchie ml 250;;Azienda agricola Torre Colombaia;;;;;;;;;;;;;;
CERPASGDUROC1;Penne rigate di grano TimilÃ¬a g 500;Penne rigate di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROC11;Puntine di grano TimilÃ¬a g 500;Puntine di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROC1_2044;;;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROC2;Rigatoni di grano TimilÃ¬a g 500;Rigatoni di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROC3;Fusilli di grano TimilÃ¬a g 500;Fusilli di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROC4;Ditali di grano TimilÃ¬a g 500;Ditali di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL13;Spaghetti di grano duro Siciliano g 500;Spaghetti di grano duro Siciliano g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL14;Cavati di grano TimilÃ¬a g 500;Cavati di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL15;Linguine di grano TimilÃ¬a g 500;Linguine di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL16;Spaghetti di grano TimilÃ¬a g 500;Spaghetti di grano TimilÃ¬a g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL18;Conchigliette di grano duro siciliano g 500;Conchigliette di grano duro siciliano g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL19;Penne rigate di grano duro siciliano g 500;Penne rigate di grano duro siciliano g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL20;Gomitini di grano duro siciliano g 500;Gomitini di grano duro siciliano g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL21;Linguine di grano duro siciliano g 500;Linguine di grano duro siciliano g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CERPASGDUROL22;Rigatoni di grano duro siciliano g 500;Rigatoni di grano duro siciliano g 500;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
FARCARRUBE1;Farina di carrube g 100;Farina di carrube g 100;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
PISTACCHIO1;Pistacchi sgusciati g 100;Pistacchi sgusciati g 100;;Azienda Agricola Cancemi Michele;;;;;;;;;;;;;;
CAPPERI1;Capperi sotto sale g 250;Capperi sotto sale g 250;;D'Amico Salvatore;;;;;;;;;;;;;;
CAPPERI2;Cucunci sotto sale g 250;Cucunci sotto sale g 250;;D'Amico Salvatore;;;;;;;;;;;;;;
FRUTCASTAGNE27;Castagne Garessine essiccate g 500;Castagne Garessine essiccate g 500;;Consorzio prodotti tipici Alta Valle Tanaro;;;;;;;;;;;;;;
ERBEAROMATIC26;Basilico g 18;Basilico g 18;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC27;Peperoncino g 30;Peperoncino g 30;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC30;Santoreggia g 15;Santoreggia g 15;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC31;Origano g 10;Origano g 10;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC32;Tisana della buona notte 10 bustine con filtro g 12;Tisana della buona notte 10 bustine con filtro g 12;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC33;Tisana dopo pasto 10 bustine con filtro g 12;Tisana dopo pasto 10 bustine con filtro g 12;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC34;Tisana dell'inverno 10 bustine con filtro g 12;Tisana dell'inverno 10 bustine con filtro g 12;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC35;Tisana del buon respiro 10 bustine con filtro g 12;Tisana del buon respiro 10 bustine con filtro g 12;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC36;Tisana limonaria e zenzero 10 bustine con filtro g 12;Tisana limonaria e zenzero 10 bustine con filtro g 12;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC37;Tisana di Natale 15 bustine con filtro g 18;Tisana di Natale 15 bustine con filtro g 18;;Azienda agricola La Calcina;;;;;;;;;;;;;;
ERBEAROMATIC39;Tisana della felicitÃ  10 bustine con filtro g 12;Tisana della felicitÃ  10 bustine con filtro g 12;;Azienda agricola La Calcina;;;;;;;;;;;;;;
PESCONS39;Filetto di merluzzo sotto sale g 400;Filetto di merluzzo sotto sale g 400;;Viglietta Gianni snc;;;;;;;;;;;;;;
PESCONS55;Pasta di acciughe g 60;Pasta di acciughe g 60;;Viglietta Gianni snc;;;;;;;;;;;;;;
VERDAGLIO21;Aglio di Caraglio g 200;Aglio di Caraglio g 200;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDCAVOLOC3;Cavolo cinese kg 1;Cavolo cinese kg 1;kg;Azienda agricola Speranza;;;;;;;;;;;;;;
DATTERI1;Datteri Medjoul di Gerico kg 1;Datteri Medjoul di Gerico kg 1;kg;Sansovino Alimentari;;;;;;;;;;;;;;
ARACHIDE1;Arachidi con guscio tostate a legna g 420;Arachidi con guscio tostate a legna g 420;;Azienda agricola Paggetti Stefania;;;;;;;;;;;;;;
ARACHIDE2;Arachidi caramellate “addormenta suocere “;Arachidi caramellate “addormenta suocere “;;Azienda agricola Paggetti Stefania;;;;;;;;;;;;;;
BURROARA1;Burro di arachidi g 200;Burro di arachidi g 200;;Azienda agricola Paggetti Stefania;;;;;;;;;;;;;;
FRUTUVA12;Uva da tavola senza semi g 500;Uva da tavola senza semi g 500;;Monvisofruit - SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
AMARCIO1;Amaretti al cioccolato confezione da 4 g 100;Amaretti al cioccolato confezione da 4 g 100;;AMARANTO SUCCHI;;;;;;;;;;;;;;
BUGIE1;Bugie di Carnevale g 200;Bugie di Carnevale g 200;;AMARANTO SUCCHI;;;;;;;;;;;;;;
BUGIE2;Bale 'd CÃ¬a g 200;Bale 'd CÃ¬a g 200;;AMARANTO SUCCHI;;;;;;;;;;;;;;
BUNET3;BunÃ¨t g 200;BunÃ¨t g 200;;AMARANTO SUCCHI;;;;;;;;;;;;;;
DOLBISC106;Torta della festa g 500;Torta della festa g 500;;AMARANTO SUCCHI;;;;;;;;;;;;;;
DOLBISC107;Torta frangipane g 360;Torta frangipane g 360;;AMARANTO SUCCHI;;;;;;;;;;;;;;
DOLBISC108;Torta al limone g 350;Torta al limone g 350;;AMARANTO SUCCHI;;;;;;;;;;;;;;
DOLBISC109;Torta di mele di Rudolf g 300;Torta di mele di Rudolf g 300;;AMARANTO SUCCHI;;;;;;;;;;;;;;
DOLBISC110;Torta di mele g 300;Torta di mele g 300;;AMARANTO SUCCHI;;;;;;;;;;;;;;
MUFFINSA1;Muffin salato g 50;Muffin salato g 50;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI37;Broccoli cotti a vapore g 200 ;Broccoli cotti a vapore g 200 ;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI38;Finocchi cotti a vapore g 200 ;Finocchi cotti a vapore g 200 ;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI39;Carote cotte a vapore g 200 ;Carote cotte a vapore g 200 ;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI40;Hummus di ceci g 200;Hummus di ceci g 200;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI41;Zucca al forno g 200 ;Zucca al forno g 200 ;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI42;Cipolle al forno g 200 ;Cipolle al forno g 200 ;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI43;Cavolini al forno g 200 ;Cavolini al forno g 200 ;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI45;Maionese vegetale g 200;Maionese vegetale g 200;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI55;Vellutata di zucchine ml 500;Vellutata di zucchine ml 500;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI56;Vellutata di zucca ml 500;Vellutata di zucca ml 500;;AMARANTO SUCCHI;;;;;;;;;;;;;;
