id;descrizioneCompleta;Peso;;produttore;;;;;;;;;;;;;;
VERDFINOCCHI6;Finocchi g 500;Finocchi g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDINSALATA173;Scarola g 500;Scarola g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDINSALATA175;Radicchio Castelfranco g 250;Radicchio Castelfranco g 250;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDINSALATAD83;Radicchio tardivo g 250;Radicchio tardivo g 250;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDINSALATAD9;Radicchio di Treviso g 250;Radicchio di Treviso g 250;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDINSALATADOLCE136;Insalata Valeriana g 150 ;Insalata Valeriana g 150 ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDINSALATADOLCE89;Insalata Foglia Quercia g 300 ;Insalata Foglia Quercia g 300 ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDLEGFREFAG1;Fagiolini g 500;Fagiolini g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDLEGFREFAV13;Fave fresche g 500;Fave fresche g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDLEGFREPIS1;Piselli freschi g 500;Piselli freschi g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDMELANZANE28;Melanzane g 500;Melanzane g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPAKCHOI3;Pak choi g 500 ;Pak choi g 500 ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPATATE10;Patate novelle kg 1 buccia gialla, pasta gialla ;Patate novelle kg 1 buccia gialla, pasta gialla ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPATATE11;Patate novelle kg 1;Patate novelle kg 1;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPEPERONI11;Peperone Friggitello g 250;Peperone Friggitello g 250;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPEPERONI4;Peperone Quadrato g 500;Peperone Quadrato g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPOMODOROC3;Pomodoro Ciliegino g 500;Pomodoro Ciliegino g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPOMODOROGR1;Pomodoro a grappolo g 500;Pomodoro a grappolo g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPOMODOROPI1;Pomodori Piccadilly g 500 ;Pomodori Piccadilly g 500 ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDRAPE21;Rape g 500;Rape g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDRAVANELLI6;Rapanelli g 150;Rapanelli g 150;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDSEDANO13;Sedano g 500;Sedano g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDSEDANORAPA6;Sedano rapa g 800 ;Sedano rapa g 800 ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDZUCCA123;Zucca Hokkaido kg 1;Zucca Hokkaido kg 1;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDZUCCA52;Zucca DÃ¨lica buccia verde, polpa gialla kg 1;Zucca DÃ¨lica buccia verde, polpa gialla kg 1;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDZUCCA53;Zucca DÃ¨lica buccia verde, polpa gialla kg 1;Zucca DÃ¨lica buccia verde, polpa gialla kg 1;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDZUCCHINI32;Zucchini scuri g 500;Zucchini scuri g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDPATATE86;Patate Zoe buccia rossa, pasta rossa kg 1;Patate Zoe buccia rossa, pasta rossa kg 1;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
VERDPATATE87;Patate Fleur bleue buccia viola, pasta viola kg 1;Patate Fleur bleue buccia viola, pasta viola kg 1;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
VERDPATATE89;Patate Vitelotte buccia viola, polpa viola kg 1;Patate Vitelotte buccia viola, polpa viola kg 1;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
VERDCOSTINE34;Bietoline arcobaleno g 300 ;Bietoline arcobaleno g 300 ;;Azienda agricola Uva RamÃ  di Luisa Maria Aronica;;;;;;;;;;;;;;
VERDCOSTINE39;Costine colorate g 300 ;Costine colorate g 300 ;;Azienda agricola Uva RamÃ  di Luisa Maria Aronica;;;;;;;;;;;;;;
VERDRABARBARO1;Rabarbaro g 150 ;Rabarbaro g 150 ;;Azienda agricola Uva RamÃ  di Luisa Maria Aronica;;;;;;;;;;;;;;
YOGVAGRECO1;Yogurt greco g 110;Yogurt greco g 110;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
YOGVAINTEROBB3;Yogurt di mucca bianco g 500;Yogurt di mucca bianco g 500;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
VINROSE2;MalvÃ¨ bollicina rosa frizzante cl 75;MalvÃ¨ bollicina rosa frizzante cl 75;;Azienda agricola Vitivinicola Ca' del prete;;;;;;;;;;;;;;
VINROSSO33;Freisa d'Asti doc Blenda cl 75;Freisa d'Asti doc Blenda cl 75;;Azienda agricola Vitivinicola Ca' del prete;;;;;;;;;;;;;;
VINROSSO34;Bonarda d.o.c. cl 75 ;Bonarda d.o.c. cl 75 ;;Azienda agricola Vitivinicola Ca' del prete;;;;;;;;;;;;;;
VINROSSO5;Malvasia d.o.c. cl 75 ;Malvasia d.o.c. cl 75 ;;Azienda agricola Vitivinicola Ca' del prete;;;;;;;;;;;;;;
VINROSSO8;Malvasia Spumante d.o.c. cl 75 ;Malvasia Spumante d.o.c. cl 75 ;;Azienda agricola Vitivinicola Ca' del prete;;;;;;;;;;;;;;
VERDCIPOLLE52;Cipolle bianche fresche g 500 ;Cipolle bianche fresche g 500 ;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDCIPOLLE53;Cipolle bianche g 500;Cipolle bianche g 500;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDCIPOLLE56;Cipolle bionde g 500;Cipolle bionde g 500;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDCIPOLLE57;Cipolle rosse g 500;Cipolle rosse g 500;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDCIPOLLOT15;Cipollotti g 150;Cipollotti g 150;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDCIPOLLOTTI8;Cipollotti g 70 ;Cipollotti g 70 ;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDDAIKON6;Radice di daikon g 250;Radice di daikon g 250;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDPEPERONI30;Peperoni di Carmagnola g 500 ;Peperoni di Carmagnola g 500 ;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDPEPERONI37;Peperone di Cuneo g 500 ;Peperone di Cuneo g 500 ;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDPEPERONI39;Peperone Corno g 500 ;Peperone Corno g 500 ;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDRAPE18;Rape g 500;Rape g 500;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDSCALOGNO9;Scalogno g 250;Scalogno g 250;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDZUCCHINI6;Zucchini scuri g 500;Zucchini scuri g 500;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDCIPOLLE30;Cipolle rosse g 500;Cipolle rosse g 500;;Buscaglia Jole;;;;;;;;;;;;;;
VERDCIPOLLE59;Cipolle bionde g 500;Cipolle bionde g 500;;Buscaglia Jole;;;;;;;;;;;;;;
VERDPATATE90;Patate Rubra spes buccia porpora, polpa bianca kg 1;Patate Rubra spes buccia porpora, polpa bianca kg 1;;Buscaglia Jole;;;;;;;;;;;;;;
VERDPORRI22;Porri di Albenga g 500;Porri di Albenga g 500;;Buscaglia Jole;;;;;;;;;;;;;;
VERDRAPE3;Rapa viola g 500;Rapa viola g 500;;Buscaglia Jole;;;;;;;;;;;;;;
VERDSCALOGNO6;Scalogno g 250;Scalogno g 250;;Buscaglia Jole;;;;;;;;;;;;;;
VERDSEDANORAPA5;Sedano rapa g 500;Sedano rapa g 500;;Buscaglia Jole;;;;;;;;;;;;;;
VERDLEFREBORLOTTI18;Fagioli Borlotti g 500 ;Fagioli Borlotti g 500 ;;Paolo Dolce;;;;;;;;;;;;;;
VERDPANNMAISD1;Pannocchie di mais g 400 ;Pannocchie di mais g 400 ;;Paolo Dolce;;;;;;;;;;;;;;
VERDCUOREDIB4;Pomodoro Cuore bue rosa g 500 ;Pomodoro Cuore bue rosa g 500 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
VERDFINOCCHI29;Finocchi g 250 ;Finocchi g 250 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
VERDFINOCCHI30;Finocchi g 400 ;Finocchi g 400 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
VERDPOMODOROC;Pomodoro Ciliegino g 200 ;Pomodoro Ciliegino g 200 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
VERDZUCCHINI20;Zucchini scuri g 500 ;Zucchini scuri g 500 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
YOGVAINTEROB1;Yogurt di mucca bianco g 300;Yogurt di mucca bianco g 300;;Azienda Agricola Martino Gianfranco;;;;;;;;;;;;;;
YOGVAINTEROF1;Yogurt di mucca frutta g 300 ;Yogurt di mucca frutta g 300 ;;Azienda Agricola Martino Gianfranco;;;;;;;;;;;;;;
VERDCIPOLLE27;Cipolle rosse di Zerli g 500;Cipolle rosse di Zerli g 500;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
VERDPATATEQUAR1;Patate Quarantine buccia gialla, pasta bianca kg 2;Patate Quarantine buccia gialla, pasta bianca kg 2;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
VERDPATATEQUAR2;Patate Prugnone kg 2 buccia prugna, pasta bianca ;Patate Prugnone kg 2 buccia prugna, pasta bianca ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
VINBIANCO20;Moscato d'Asti docg San Grod cl 75;Moscato d'Asti docg San Grod cl 75;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
VINBIANCO21;Piemonte Brut doc di Paola cl 75;Piemonte Brut doc di Paola cl 75;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
VINBIANCO22;Asti Spumante docg di Michela cl 75;Asti Spumante docg di Michela cl 75;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
VINROSE14;Pinot nero doc di Marisa cl 75;Pinot nero doc di Marisa cl 75;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
VINROSSO44;Barbera d'Asti doc Bricco dei mandorli cl 75;Barbera d'Asti doc Bricco dei mandorli cl 75;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
VINROSSO45;Dolcetto d'Asti doc Bricco Rocchetto cl 75;Dolcetto d'Asti doc Bricco Rocchetto cl 75;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
VINROSSO46;Monferrato Rosso l' Extremo cl 75;Monferrato Rosso l' Extremo cl 75;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
VINROSSO13;Barolo docg cl 75;Barolo docg cl 75;;Azienda agricola Erbaluna;;;;;;;;;;;;;;
VINROSSO19;Barbera d'Alba doc La Bettola cl 75;Barbera d'Alba doc La Bettola cl 75;;Azienda agricola Erbaluna;;;;;;;;;;;;;;
VINROSSO31;Dolcetto d'Alba doc Le Liste cl 75;Dolcetto d'Alba doc Le Liste cl 75;;Azienda agricola Erbaluna;;;;;;;;;;;;;;
VERDPATATE81;Patate di montagna kg 1;Patate di montagna kg 1;;Giordanengo Mario;;;;;;;;;;;;;;
VINBIANCO18;Roero Arneis docg cl 75;Roero Arneis docg cl 75;;Azienda agricola Giuseppe Parussa;;;;;;;;;;;;;;
VINROSSO9;Roero docg cl 75;Roero docg cl 75;;Azienda agricola Giuseppe Parussa;;;;;;;;;;;;;;
VERDPOMODOROCA1;Pomodori Camone g 250;Pomodori Camone g 250;;Terra Nuova Cooperativa Agricola;;;;;;;;;;;;;;
VERDCOSTINE19;Costine g 500;Costine g 500;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDDATTERINI17;Pomodori Datterino g 500 ;Pomodori Datterino g 500 ;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDINSALATAA;Cicoria Spadona g 200;Cicoria Spadona g 200;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDINSALATAD5;Foglia di quercia g 250;Foglia di quercia g 250;;Ù;;;;;;;;;;;;;;
VERDINSALATAD89;Gentilina g 250;Gentilina g 250;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDINSALATAD93;Salanova g 250;Salanova g 250;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDINSALATAD94;Canasta g 250;Canasta g 250;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDPAKCHOI4;Pak choi g 500;Pak choi g 500;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDPORRI7;Porri g 500;Porri g 500;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDZUCCA121;Zucca Iron Cap g 500 ;Zucca Iron Cap g 500 ;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDZUCCA28;Zucca Butternut g 500 ;Zucca Butternut g 500 ;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDZUCCA44;Zucca DÃ¨lica g 500 ;Zucca DÃ¨lica g 500 ;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDZUCCA45;Zucca Butternut buccia e polpa arancione kg 1;Zucca Butternut buccia e polpa arancione kg 1;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDZUCCHINI12;Zucchini scuri g 500 ;Zucchini scuri g 500 ;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDZUCCHINI38;Zucchini chiari g 500 ;Zucchini chiari g 500 ;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
YOGVAINTEROB3;Yogurt di mucca bianco g 150;Yogurt di mucca bianco g 150;;Azienda Agricola Masera Claudia;;;;;;;;;;;;;;
YOGVAINTEROF2;Yogurt di mucca frutta g 150;Yogurt di mucca frutta g 150;;Azienda Agricola Masera Claudia;;;;;;;;;;;;;;
VINROSSO47;Dolcetto d'Alba doc cl 75;Dolcetto d'Alba doc cl 75;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
VINROSSO48;Barbera d'Alba doc cl 75;Barbera d'Alba doc cl 75;;Organismo Agricolo Nuove Rotte;;;;;;;;;;;;;;
VERDLEFREBOR25;Fagioli Borlotti freschi g 500 ;Fagioli Borlotti freschi g 500 ;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEFREBOR27;Fagioli Borlotti g 500;Fagioli Borlotti g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGESS8;Legumi misti g 500;Legumi misti g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGFREPIS3;Piselli freschi g 500 ;Piselli freschi g 500 ;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECAN3;Fagioli Borlotti g 500;Fagioli Borlotti g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECAN4;Fagioli Cannellini bianchi g 500;Fagioli Cannellini bianchi g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECAN5;Fagioli Cannellini rossi g 500;Fagioli Cannellini rossi g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECCE7;Ceci g 500;Ceci g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECNERI2;Fagioli neri g 500;Fagioli neri g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECOCC2;Fagioli Occhio nero g 500;Fagioli Occhio nero g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECPISI1;Piselli g 500;Piselli g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDLEGSECSOIA2;Soia gialla g 500;Soia gialla g 500;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDPATATE85;Patate Marabel buccia gialla, pasta gialla kg 1;Patate Marabel buccia gialla, pasta gialla kg 1;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDPATATE88;Patate GaudÃ¬ buccia gialla, pasta gialla kg 1;Patate GaudÃ¬ buccia gialla, pasta gialla kg 1;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
ZAFFERANO5;Zafferanno g 0,5;Zafferanno g 0,5;;Agricoltura bio s.s. di Flavia e Valeria Boglione;;;;;;;;;;;;;;
VERDCIPOLLE54;Cipolle bionde Stoccarda g 500 ;Cipolle bionde Stoccarda g 500 ;;Azienda agricola Testa Susanna;;;;;;;;;;;;;;
VERDPATATE73;Patate Sylvana kg 1 buccia gialla, pasta gialla ;Patate Sylvana kg 1 buccia gialla, pasta gialla ;;Azienda agricola Testa Susanna;;;;;;;;;;;;;;
VERDPORRI21;Porri di Cervere g 500 ;Porri di Cervere g 500 ;;Azienda agricola Testa Susanna;;;;;;;;;;;;;;
VERDRAPE19;Rape g 500 ;Rape g 500 ;;Azienda agricola Testa Susanna;;;;;;;;;;;;;;
VERDLEGSECFABB1;Fagioli bianchi di Bagnasco g 300;Fagioli bianchi di Bagnasco g 300;;Consorzio prodotti tipici Alta Valle Tanaro;;;;;;;;;;;;;;
VERDLEGSECFAM1;Fagiolo Maomese g 300 ;Fagiolo Maomese g 300 ;;Consorzio prodotti tipici Alta Valle Tanaro;;;;;;;;;;;;;;
VERDPATATE14;Patate Agria g 800 ;Patate Agria g 800 ;;Consorzio prodotti tipici Alta Valle Tanaro;;;;;;;;;;;;;;
VERDPATATE74;Patate DesirÃ©e kg 1 buccia rossa, pasta gialla ;Patate DesirÃ©e kg 1 buccia rossa, pasta gialla ;;Consorzio prodotti tipici Alta Valle Tanaro;;;;;;;;;;;;;;
VERDCURCUMA1;Radice di curcuma g 100;Radice di curcuma g 100;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDDAIKON4;Radice di daikon g 300;Radice di daikon g 300;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDPATATE80;Patate Fleur Bleue buccia viola, pasta viola kg 1;Patate Fleur Bleue buccia viola, pasta viola kg 1;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDPATATE82;Patate dolci di Caraglio kg 1 ;Patate dolci di Caraglio kg 1 ;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDPATATE83;Yacon g 500;Yacon g 500;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDRAPE20;Rape dal colletto viola g 500;Rape dal colletto viola g 500;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDZUCCA17;Zucca di Halloween kg 10 diametro 30-40 cm ;Zucca di Halloween kg 10 diametro 30-40 cm ;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDZUCCA50;Zucca Hokkaido g 500 ;Zucca Hokkaido g 500 ;;Azienda agricola Speranza;;;;;;;;;;;;;;
VERDZUCCA51;Zucca Hokkaido kg 1;Zucca Hokkaido kg 1;;Azienda agricola Speranza;;;;;;;;;;;;;;
VIOLE1;Viole del pensiero in vaso ;Viole del pensiero in vaso ;;Rzero;;;;;;;;;;;;;;
VERDLEGSECLENT2;Lenticchie g 500;Lenticchie g 500;;Davide Fulcheri;;;;;;;;;;;;;;
ZUCCHEROCANNA1;Zucchero di canna grezzo a grana fine g 500;Zucchero di canna grezzo a grana fine g 500;;Libero Mondo Soc. Coop.Sociale;;;;;;;;;;;;;;
YOGVAINTEROB2;Yogurt di mucca bianco g 300;Yogurt di mucca bianco g 300;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
